0.0000032	0.00000001	0.199	0.04
0.0000112	0.00000001	0.439	0.02
0.0000272	0.00000001	0.8	    0.01
0.0000432	0.00000001	0.96	0.01
0.0000592	0.00000001	0.88	0.01
0.0000752	0.00000001	0.679	0.01
0.0000912	0.00000001	0.359	0.04
0.000107	0.00000001	0.0396	0.04
0.000123	0.00000001	-0.24	0.04
0.000139	0.00000001	-0.4	0.04
0.000147	0.00000001	-0.44	0.04
0.000163	0.00000001	-0.4	0.04
0.000187	0.00000001	-0.2	0.04
0.000203	0.00000001	0	    0.04
0.000227	0.00000001	0.28	0.04
0.000254	0.00000001	0.36	0.02
0.000286	0.00000001	0.28	0.02
0.000318	0.00000001	0.08	0.02
0.000334	0.00000001	-0.04	0.02
0.000366	0.00000001	-0.08	0.01
0.000382	0.00000001	-0.04	0.01
0.000406	0.00000001	0.04	0.04
0.00043	    0.00000001	0.12	0.04
0.00047	    0.00000001	0.16	0.04
0.000479	0.00000001	0.2	    0.01
0.000493	0.00000001	0.16	0.01
0.000525	0.00000001	0.08	0.01
0.000565	0.00000001	0.04	0.01
